MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0.4244623305429472,-0.07889599097047116,-0.13327022431347535,0.7012910160534658,0.22571613264140294,0.6514792433257054,-0.5171998069472914,1.0509937888999856,0.8786680880058696,1.2036185911557638,1.0872054316869688,-0.20594623817244911,0.5831678337791156,0.11788424330394175,-0.5534339612533526,1.164711511770584,0.7794310595713416,-0.23730837900375065,-0.35534240780090887,-0.3405109098894645,0.0025128746429474535,0.891179439754874,-0.8036450418532293,1.1805282453751202,-0.1336023189084742,0.5291939272086494,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,0.7359943387625092,0.9122097711603002,0.23704354622859705,-0.9512264882332893,-1.0083335457279203,0.2960261798262024,0.31847458316549465,0.31172464418307205,0.35100032086652694,0.26254202292023265,0.2656180542458805,0.28974476252886233,-0.9467014684878265,0.8452087808985793,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.599111099180035,0.1387774889497933,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.1252018449678067,0.572719096870146,0.1134128858810546,0.7012910160534658,0.22571613264140294,-0.07183611428306244,2.179627757849301,0.15673371079690998,-0.4295769652193609,-0.8068408258386879,-0.6852233331535766,-0.20594623817244911,0.5831678337791156,0.11788424330394175,1.9490861225926832,0.6901151380097543,0.8882568659259541,-0.23730837900375065,-0.35534240780090887,0.0022183470683185807,0.3411144831911436,0.891179439754874,0.4184785783529064,-0.8701173641387884,-0.1336023189084742,-0.381965483549104,-0.8199643654586394,4.0214528418959015,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,-0.7710908429952241,-0.31868326571034533,0.23704354622859705,0.6004949339126351,0.6488900678886992,0.2364947442137705,0.31847458316549465,0.31172464418307205,-0.060731012615303295,0.26254202292023265,0.2656180542458805,0.28974476252886233,1.2495398091517058,-1.0729164749626994,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-0.489110050937792,-0.6144386220786311,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.4244623305429472,0.06254067616327132,0.4200491346062415,-1.0166366407218017,0.22571613264140294,0.6514792433257054,-0.5171998069472914,0.9847523016330911,0.8302145675160463,1.1315243375799815,1.0872054316869688,-0.20594623817244911,0.5831678337791156,0.11788424330394175,0.5539488169878709,1.164711511770584,0.6548028018522422,-0.23730837900375065,-0.35534240780090887,0.23037212939947482,0.0653967113894059,0.891179439754874,-0.5766767691786049,1.1847617603650702,-0.1336023189084742,0.6596311910588607,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,0.7359943387625092,-0.31868326571034533,0.23704354622859705,0.6004949339126351,0.6488900678886992,0.29161644385491114,0.31847458316549465,0.31172464418307205,0.6317262300586839,0.26254202292023265,0.2656180542458805,0.28974476252886233,-0.9467014684878265,0.6751373224620149,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,0.9908913467185322,0.1387774889497933,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.6450728478016546,-0.3295610749400697,0.10331721412432927,-1.0166366407218017,0.22571613264140294,0.6514792433257054,-0.5171998069472914,-1.8636316508433721,-0.720298088158301,-0.8068408258386879,-0.6852233331535766,-0.20594623817244911,-0.5581525915794754,1.9295789298697852,-0.5534339612533526,0.6901151380097543,0.384538895318318,-0.23730837900375065,-0.35534240780090887,0.3480342559671154,-0.10581899953790543,-0.15138625098400096,-0.4394207355100354,1.1435502887746491,-0.1336023189084742,0.5414477247626573,1.1078101491462133,-0.24292317354969858,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,0.7359943387625092,0.29676325272497744,0.23704354622859705,0.6004949339126351,1.201297939094239,0.28500183989797423,-0.8019420226697399,1.6503069397927341,0.7908042452675729,0.26254202292023265,0.2656180542458805,0.28974476252886233,-0.9467014684878265,0.5925582926186244,2.8443743576062896,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.599111099180035,-1.3676547331070554,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.4244623305429472,0.7260885975530055,0.8784313527562004,-1.0166366407218017,0.22571613264140294,1.3747946009344731,-0.5171998069472914,0.9516315579996439,0.7333075265363995,1.423410638791638,1.0872054316869688,-0.20594623817244911,0.5831678337791156,0.11788424330394175,1.3396494019981624,1.164711511770584,0.7543995686821827,-0.23730837900375065,-0.35534240780090887,0.29571099938103146,0.2562366999455119,0.891179439754874,0.1121269807335521,1.2440867515963596,-0.1336023189084742,1.2822945202909706,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.20760727197535278,0.7359943387625092,1.527656289595623,0.23704354622859705,0.6004949339126351,0.6488900678886992,0.28941157586926547,0.31847458316549465,1.6503069397927341,1.6984846849888804,0.26254202292023265,0.2656180542458805,0.28974476252886233,1.0808841527880613,0.9918482705072537,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,2.100892394960775,0.1387774889497933,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.16426234104343485,0.7633030697605663,0.8586715017442426,-1.0166366407218017,0.22571613264140294,-0.7951514718918303,-0.5171998069472914,0.7197863525655132,0.4910399240872828,-0.8068408258386879,-0.6852233331535766,-0.20594623817244911,0.5831678337791156,0.11788424330394175,-0.5534339612533526,1.164711511770584,0.7915055176998225,-0.23730837900375065,-0.35534240780090887,-0.7952963221832784,-0.06086088818213023,0.891179439754874,-1.0323816175061022,1.055765401622345,-0.1336023189084742,-0.15327142453560696,1.1078101491462133,-0.24292317354969858,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.20760727197535278,-0.7710908429952241,-0.934129784145668,0.23704354622859705,-0.9512264882332893,-1.0083335457279203,0.27397749996974613,-0.8019420226697399,0.31172464418307205,0.03284429044874903,0.26254202292023265,0.2656180542458805,0.28974476252886233,0.48404688563261056,0.5230619862900139,-0.4042442108783149,8.5288849645289,-0.29276941900848363,-0.06939258050999438,5.155843751854795,1.3608916961326132,0.8919935999782177,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.1252018449678067,0.3699880484415727,0.20850702997059253,0.7012910160534658,0.22571613264140294,1.3747946009344731,-0.5171998069472914,1.084114532533433,0.9755751289855163,1.1837944250544912,1.0872054316869688,-0.20594623817244911,1.7244882591377069,0.11788424330394175,1.3396494019981624,1.164711511770584,1.0006043382468603,-0.23730837900375065,-0.35534240780090887,0.06133298800427791,0.5938490492003943,0.891179439754874,1.3455889708585924,-0.8701173641387884,-0.1336023189084742,0.5009959421231589,1.1078101491462133,-0.24292317354969858,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.20760727197535278,0.7359943387625092,0.29676325272497744,0.23704354622859705,0.6004949339126351,1.201297939094239,0.298231047811848,0.31847458316549465,0.31172464418307205,0.7627316543483571,0.26254202292023265,0.2656180542458805,0.28974476252886233,1.1897195728940069,0.814213325495542,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,0.6208909973044512,-0.6144386220786311,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.4244623305429472,0.10832277684475687,0.2648124119053174,-1.0166366407218017,0.22571613264140294,0.6514792433257054,0.38174271465157283,0.05737147989656824,-0.5749375266888309,1.280332452234504,-0.6852233331535766,-0.20594623817244911,0.5831678337791156,0.11788424330394175,0.5539488169878709,0.6901151380097543,0.844927523607775,2.98926048593931,1.5403871109320115,-0.14485945521864269,0.22679424792710304,0.891179439754874,0.005859570478879222,1.2232125099903688,-0.1336023189084742,1.1311481301731448,1.1078101491462133,-0.24292317354969858,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.20760727197535278,-0.7710908429952241,0.29676325272497744,0.23704354622859705,2.1522163560585597,0.6488900678886992,0.22988014025683365,0.31847458316549465,0.31172464418307205,0.05155935106155949,0.26254202292023265,0.2656180542458805,0.28974476252886233,1.1583790905570357,1.4010034233532471,2.74259221886928,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,4.591453896436666,1.7308920455466943,0.8919935999782177,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.16426234104343485,-0.8374724480968141,-0.7569446421563429,0.7012910160534658,0.22571613264140294,0.6514792433257054,-0.5171998069472914,-1.3336997527082162,-1.689368497954768,-0.8068408258386879,-0.6852233331535766,-0.20594623817244911,-0.5581525915794754,0.11788424330394175,-0.5534339612533526,-1.2082703570335642,-1.4141397865663,-0.23730837900375065,-0.35534240780090887,0.653526937683681,0.09521795485550365,-0.15138625098400096,-0.2456735725858671,1.1419410146343132,-0.1336023189084742,0.6394089856815816,-0.8199643654586394,-0.24292317354969858,0.7897405221108432,-0.7616206719986545,-1.0624645274102333,4.336071900852138,-0.7710908429952241,0.9122097711603002,-1.2611537589391615,2.1522163560585597,0.6488900678886992,0.13727568485971745,-0.8019420226697399,0.31172464418307205,-0.023300891389682367,-1.1212534769481415,0.2656180542458805,0.28974476252886233,0.791222206801225,-1.0729164749626994,2.6812936230712983,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-0.859110400351873,0.1387774889497933,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2.083189435139925,-0.8992569350756795,-0.384571498242292,0.7012910160534658,0.22571613264140294,-0.7951514718918303,0.38174271465157283,-1.0687338036406382,-1.689368497954768,-0.8068408258386879,-0.6852233331535766,-0.20594623817244911,-0.5581525915794754,0.11788424330394175,-0.5534339612533526,1.164711511770584,0.8418028908516411,-0.23730837900375065,-0.35534240780090887,-0.37748106873721,0.1302371657775976,0.891179439754874,-0.08064272368978773,-0.8701173641387884,-0.1336023189084742,-0.8573186453704569,1.1078101491462133,-0.24292317354969858,-1.0260408358133,-0.7616206719986545,-1.0624645274102333,4.336071900852138,-0.7710908429952241,-0.934129784145668,0.23704354622859705,2.1522163560585597,0.6488900678886992,0.15491462874488243,0.31847458316549465,-1.02685765142659,-1.2538161266819705,1.6463375227886066,0.2656180542458805,0.28974476252886233,-0.9467014684878265,-0.3249147818831627,-0.4042442108783149,-0.12852142748861478,-0.29276941900848363,-0.06939258050999438,-0.19048147368468307,-1.9691114485941161,0.1387774889497933,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
